Well,Day,Area (um2),Perimeter (um),Equivalent diameter (um),Equivalent volume (um3),Form factor,Solidity,Eccentricity,Normalized mean intensity,Normalized median intensity,Normalized sum intensity,Normalized upper quartile intensity,Normalized lower quartile intensity,Granularity,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Angular second moment,Organoid_index,Condition
A01,T4,110899.8848,1676.656968,375.7687038,15627264.73,0.495738357,0.969782249,0.569765173,1.766096414,2.082191781,307081.78,1.23255814,5.074074074,0.613986136,5.164809889,1.4655657,0.507978956,0.069789959,0.992288281,0.004891681,22_0,Control
A01,T4,30188.42236,916.5938175,196.0538017,2219458.114,0.451540214,0.940156409,0.721095251,1.659526233,1.98630137,60732.02203,1.209302326,4.740740741,0.791635784,24.99052236,3.293972509,0.310603134,0.039282458,0.984171969,0.001554547,27_0,Control
A01,T4,95327.87869,1715.29843,348.389473,12454211.03,0.407146225,0.913129547,0.64607432,1.607812492,1.945205479,229108.4566,1.217054264,4.259259259,0.73650478,18.83102542,2.962857693,0.319496868,0.031219666,0.991294551,0.000983449,30_0,Control
A01,T4,56190.55045,1161.289788,267.4771595,5636133.311,0.523590716,0.967041423,0.401088204,1.808244015,2.150684932,146201.9533,1.271317829,5.222222222,0.231951935,8.142303076,1.957511044,0.421705898,0.058452634,0.991946472,0.003433359,33_0,Control
A01,T4,9620.886176,476.4131114,110.67833,399308.8557,0.532669132,0.9554913,0.609562086,1.093838002,1.260273973,9014.318978,0.829457364,2.703703704,4.826707551,41.58938938,4.809462619,0.206447115,0.027074117,0.957782429,0.000736803,37_0,Control
A01,T4,149585.1535,1920.515466,436.414634,24480431.26,0.509639097,0.969734862,0.593143742,1.567277783,1.835616438,377878.5099,1.147286822,4.259259259,0.979246152,14.91209766,2.724205496,0.333203999,0.036252659,0.986075023,0.001323487,38_0,Control
A01,T4,84141.03147,1445.712115,327.3097747,10327568.27,0.505887624,0.971014493,0.316655823,1.852921767,2.178082192,236468.023,1.325581395,5.111111111,1.259711432,11.89702173,2.486360585,0.350934163,0.03758523,0.989545273,0.001424573,41_0,Control
A01,T4,66285.59216,1280.506164,290.5123701,7221294.182,0.508002275,0.965088905,0.480755661,1.698013432,2.01369863,165228.593,1.255813953,4.62962963,0.317160809,12.13653971,2.319359686,0.391842296,0.046476212,0.991590864,0.002169873,43_0,Control
A01,T4,57039.55921,1242.227047,269.4903011,5764352.996,0.464498229,0.953461492,0.406622811,1.223522823,1.438356164,98886.3381,0.92248062,3.111111111,1.210130338,24.78857544,3.68009407,0.25637027,0.029138536,0.975695368,0.0008553,44_0,Control
A01,T4,78799.24304,1745.714867,316.7496051,9359860.918,0.324926617,0.886699565,0.837052995,1.8096997,2.136986301,198607.3032,1.333333333,5.037037037,0.259437369,8.994715278,1.929268421,0.435962551,0.042881228,0.995267838,0.001849499,50_0,Control
A01,T4,42411.445,1146.211498,232.3788479,3695821.022,0.405661145,0.893727746,0.814596992,0.872019477,1.054794521,47416.93106,0.666666667,2.148148148,1.316823737,13.22991625,2.52967462,0.358640627,0.042335163,0.98241175,0.001804526,52_0,Control
A01,T4,75116.47907,1373.939839,309.2592304,8711424.191,0.50004565,0.966108098,0.448501892,1.075711019,1.232876712,120791.5903,0.759689922,3.037037037,0.856960617,1.539399027,0.856460448,0.634081245,0.080202479,0.995005303,0.006461161,53_0,Control
A01,T4,49557.83198,1104.233456,251.1951262,4668257.197,0.510740574,0.963154385,0.187816554,1.488734379,1.835616438,103493.8366,1.147286822,3.851851852,0.209711561,7.373796264,1.939780584,0.413056389,0.041061024,0.996673217,0.001697829,54_0,Control
A01,T4,41975.50266,1030.771664,231.1814653,3638984.329,0.496456073,0.954518316,0.469686134,0.988309295,1.178082192,56428.50751,0.728682171,2.592592593,0.810583832,12.8593911,2.499247838,0.360562742,0.045927783,0.980406059,0.002125237,57_0,Control
A01,T4,102991.0536,1599.218809,362.1219162,13985744.13,0.506050184,0.972228698,0.310172124,1.952792523,2.328767123,312356.9753,1.395348837,5.555555556,1.087815666,11.65130898,2.234481772,0.399963067,0.049065136,0.991625863,0.002418165,8_0,Control
A01,T4,102600.0833,1607.768876,361.4339266,13906181.61,0.498781507,0.960133699,0.329994864,1.930593723,2.287671233,307292.6029,1.341085271,5.666666667,1.450338951,8.161333917,1.802757822,0.463243995,0.068010001,0.991286773,0.004650532,9_0,Control
A02,T4,70158.90219,1285.924623,298.8797228,7863402.464,0.533164991,0.966429735,0.435802913,1.723205683,2.196969697,180214.5735,1.212598425,4.888888889,0.93415785,9.118271104,2.022923361,0.417675993,0.051755204,0.990781446,0.002694251,11_0,Control
A02,T4,84151.94953,1530.523255,327.3310097,10329578.48,0.451433912,0.962115043,0.700976722,1.840954899,2.409090909,232396.6236,1.338582677,5,0.506774196,8.217345318,1.881828652,0.443520203,0.050250557,0.995122927,0.002538416,12_0,Control
A02,T4,26389.71905,809.4990768,183.3042113,1814004.988,0.506071541,0.957770796,0.331839259,1.9434409,2.590909091,62798.40581,1.409448819,5.592592593,0.431866876,13.85099566,2.566460457,0.35179104,0.046340782,0.994371041,0.002161665,13_0,Control
A02,T4,61520.64097,1351.928531,279.8758884,6456804.018,0.422983327,0.92808571,0.502796485,1.128692475,1.454545455,97636.41382,0.842519685,2.888888889,0.875504856,13.73899698,2.665078902,0.335287379,0.0374931,0.983643881,0.001418659,15_0,Control
A02,T4,108509.6106,1660.166604,371.6970906,15124764.95,0.494737377,0.97003351,0.255247858,1.761292326,2.227272727,298389.3395,1.236220472,4.962962963,4.772899241,8.808829612,2.151153584,0.382289666,0.045416962,0.988636675,0.002074818,16_0,Control
A02,T4,94287.54402,1567.317829,346.4832314,12250894.85,0.482336402,0.963101924,0.290278415,2.005814201,2.575757576,288969.6287,1.393700787,5.703703704,0.459147358,9.003712646,2.068860945,0.403456102,0.053215756,0.991423254,0.002846954,17_0,Control
A02,T4,70239.48783,1391.334996,299.0513225,7876954.399,0.455961089,0.945469305,0.564206261,1.796577867,2.363636364,186533.2902,1.299212598,5.111111111,0.892818587,9.443218145,2.048858355,0.417335094,0.050877743,0.995103678,0.002604041,18_0,Control
A02,T4,3768.288733,430.4960062,69.26712229,97881.94369,0.255514636,0.752374526,0.95190942,1.183571675,1.454545455,39.05786529,0.779527559,3.407407407,20,1.709754738,1.094425864,0.514319955,0.277852731,0.990667266,0.077881788,21_0,Control
A02,T4,110833.0767,1654.585625,375.6555019,15613145.64,0.508745709,0.973208946,0.436173767,1.554451661,1.984848485,270404.6387,1.11023622,4.185185185,0.633743846,10.62323375,2.35978608,0.360914226,0.039265375,0.98861597,0.001553611,25_0,Control
A02,T4,32842.54957,988.7160039,204.4906669,2518498.074,0.422185779,0.88896707,0.481749922,1.798020838,2.272727273,72632.84978,1.251968504,5.074074074,0.310304434,13.3384654,2.491572021,0.358908208,0.045604393,0.983440463,0.002092544,26_0,Control
A02,T4,85078.42449,1442.870383,329.1279606,10500633.13,0.513540459,0.970878078,0.22760136,1.66509471,2.136363636,215331.7129,1.236220472,4.296296296,0.84259142,19.06338038,3.04599941,0.30799878,0.03203551,0.986815843,0.00103318,27_0,Control
A02,T4,80198.83372,1418.674711,319.5501941,9610332.33,0.500739974,0.967158639,0.330107671,1.556924192,2.015151515,187883.3838,1.181102362,3.888888889,1.016820435,16.19112443,2.863161839,0.320887069,0.030572558,0.990589163,0.000941875,28_0,Control
A02,T4,6599.184449,396.8754923,91.66429296,226841.0912,0.526491748,0.932212103,0.611257189,1.416211413,1.757575758,6246.908543,1.015748031,3.740740741,2.896772299,12.18333718,2.672523733,0.310793875,0.040115979,0.982045019,0.001617895,31_0,Control
A02,T4,41596.75013,1001.055047,230.1361058,3589842.784,0.521618933,0.964806184,0.545451672,1.823787928,2.333333333,103116.9694,1.299212598,5.037037037,0.263936738,10.46548273,2.207599477,0.385693927,0.043513957,0.991290368,0.001903764,32_0,Control
A02,T4,41741.02443,1021.914139,230.5348627,3608535.502,0.502277995,0.953906018,0.550768354,1.780099684,2.257575758,100167.9893,1.228346457,5.074074074,0.430214988,19.03147234,2.895168366,0.333628729,0.046636458,0.974054999,0.002188336,37_0,Control
A02,T4,57465.62332,1213.04773,270.4949243,5829059.786,0.490752145,0.962771494,0.255178644,1.899443242,2.409090909,155836.0219,1.307086614,5.481481481,0.277389045,7.580859622,1.937091867,0.41163871,0.056427538,0.989223177,0.003206274,42_0,Control
A02,T4,40863.42076,1213.39764,228.0984946,3495331.785,0.348769334,0.878331564,0.640712429,1.621173983,2.121212121,82167.58214,1.236220472,4.148148148,0.535993609,11.483104,2.349748478,0.36985413,0.036169024,0.994407044,0.001316145,43_0,Control
A02,T4,67650.34905,1366.204514,293.4878185,7445457.512,0.455458146,0.932820039,0.278650707,1.567761684,2.03030303,154034.1532,1.125984252,4.222222222,0.152262492,7.683323051,1.55593983,0.515770671,0.057046041,0.991892561,0.003270436,44_0,Control
A02,T4,27245.22665,863.5438693,186.2517113,1902926.284,0.459125568,0.938702397,0.566391611,1.373965833,1.727272727,45299.65351,1.047244094,3.407407407,0.628380185,12.78580893,2.610395929,0.332215291,0.03134698,0.990916429,0.00098913,46_0,Control
A02,T4,73540.37983,1483.731374,305.9975813,8438691.882,0.419783314,0.905731538,0.570217292,1.53200201,1.939393939,164040.6472,1.062992126,4.296296296,0.151060917,3.531090446,1.185711735,0.564148585,0.069162648,0.994022036,0.004805756,47_0,Control
A02,T4,30056.10593,968.9066423,195.6236761,2204882.224,0.402326566,0.898257417,0.795187125,0.970004573,1.196969697,34409.94221,0.763779528,2.259259259,2.072917084,17.65195651,2.922900475,0.345363307,0.035620062,0.983509118,0.001275199,48_0,Control
A02,T4,30065.46427,952.4038438,195.6541286,2205912.079,0.416519655,0.925107983,0.653342237,1.243868338,1.590909091,45142.46972,0.913385827,3.185185185,1.086755145,18.69225307,3.163429144,0.289461087,0.035148588,0.977191269,0.001245108,49_0,Control
A02,T4,10794.05719,508.2540575,117.2323354,474529.6999,0.525088939,0.951707541,0.628986987,1.144268979,1.393939394,10861.40115,0.818897638,2.990740741,1.746075767,13.03705913,2.702023338,0.31859348,0.041162669,0.97304324,0.001704735,51_0,Control
A02,T4,49916.04817,1182.926317,252.1013416,4718963.516,0.448264835,0.942910457,0.693219594,1.147658314,1.484848485,79349.09584,0.850393701,2.925925926,0.585258116,7.397754805,2.002111681,0.398368593,0.043637836,0.990397292,0.001915618,52_0,Control
A02,T4,89949.69674,1532.575115,338.419135,11415261.96,0.481244776,0.968267471,0.410569365,0.947113199,1.196969697,129590.6577,0.692913386,2.481481481,1.191394442,9.177200565,1.940785265,0.450355618,0.050661507,0.981682246,0.002585569,53_0,Control
A02,T4,31489.23064,907.0540554,200.2331983,2364446.011,0.480956253,0.938005266,0.476435942,0.786658194,0.924242424,31294.83628,0.598425197,1.888888889,1.071446707,9.238358013,2.247336327,0.36750856,0.044182559,0.98231472,0.001964589,55_0,Control
A02,T4,57872.19089,1253.46876,271.4501096,5891029.71,0.462863313,0.942316076,0.640851451,1.103135244,1.393939394,90610.42578,0.811023622,2.851851852,0.742240748,10.50019,2.398712122,0.349394018,0.040241118,0.982798711,0.001632684,57_0,Control
A02,T4,94456.77387,1527.693957,346.7940307,12283892,0.508592851,0.971205427,0.522104248,0.824821394,1.015151515,120032.9581,0.606299213,2.074074074,3.424958595,18.4754735,3.041222672,0.316631684,0.03958212,0.956069095,0.001579943,58_0,Control
A02,T4,15207.03108,656.3122759,139.1480986,793511.0475,0.443642601,0.921113543,0.602589136,1.035988294,1.272727273,15206.23618,0.771653543,2.555555556,3.547363218,40.80396407,4.781788678,0.204997937,0.027267242,0.949373313,0.000748094,6_0,Control
A02,T4,78191.99121,1390.677627,315.5267584,9251874.571,0.50806491,0.973764633,0.618945628,1.769974709,2.272727273,208756.1271,1.267716535,4.925925926,1.19757383,16.9994472,2.938647235,0.311596698,0.037372263,0.986092348,0.001406896,7_0,Control
A02,T4,69414.65477,1334.798381,297.2902343,7738612.118,0.489586788,0.962446746,0.407326442,2.108964324,2.757575758,214821.215,1.503937008,5.888888889,0.998649648,12.64801916,2.574188625,0.337634753,0.04235961,0.992664211,0.001804064,8_0,Control
A02,T4,105862.7621,1752.085717,367.1357446,14574751.49,0.433353578,0.946741339,0.585491754,1.860283415,2.439393939,302679.2733,1.464566929,4.407407407,1.260371259,15.98168023,2.820072895,0.323867291,0.028715801,0.995299047,0.00083002,9_0,Control
A03,T4,11380.77268,592.2504563,120.3762843,513740.6728,0.407728252,0.889277082,0.788302523,0.980372034,1.057971014,8940.012577,0.783333333,1.862068966,2.491283969,14.26015345,2.786886682,0.315475214,0.035800306,0.987732355,0.001287467,12_0,EGTA 2.0
A03,T4,11762.64465,576.749788,122.3791826,539813.5639,0.444365112,0.915267608,0.47526402,0.872917732,0.942028986,8859.242061,0.675,1.827586207,3.717150842,13.05890557,2.700455234,0.320518206,0.038380319,0.981721178,0.001483649,13_0,EGTA 2.0
A03,T4,10549.18081,585.6073127,115.8949273,458473.7038,0.386558847,0.894603413,0.75106111,0.973198315,1.072463768,8150.535886,0.733333333,2.137931034,4.49736915,19.81801786,3.385457859,0.261944385,0.034668287,0.968377381,0.001208349,16_0,EGTA 2.0
A03,T4,7913.770274,503.9277813,100.3799047,297893.8146,0.391612639,0.860871532,0.834052188,0.877706589,0.913043478,4510.534159,0.725,1.551724138,9.17071313,18.78038915,3.208508428,0.294931251,0.035904302,0.98872555,0.001293822,17_0,EGTA 2.0
A03,T4,7670.453618,491.6063212,98.82471792,284261.4057,0.398837509,0.880201653,0.59852875,0.927624276,1,5169.650089,0.675,1.965517241,5.452801068,23.17314718,3.457585893,0.270240277,0.036753016,0.971775492,0.001356275,22_0,EGTA 2.0
A03,T4,44922.07777,1306.233981,239.1580353,4028803.448,0.330847414,0.889369236,0.628430793,0.832249542,0.869565217,48329.56315,0.633333333,1.655172414,2.3502237,32.27719587,4.21968445,0.232102753,0.030549889,0.965053142,0.000938302,25_0,EGTA 2.0
A03,T4,14644.75125,665.9420897,136.5513691,749910.3124,0.414972134,0.904211608,0.80129279,1.204245324,1.275362319,16549.94349,0.941666667,2.448275862,6.148014807,47.04637631,5.004389061,0.210213473,0.023704828,0.972076356,0.000564441,26_0,EGTA 2.0
A03,T4,6545.114081,413.4983598,91.28799523,224058.8786,0.48103813,0.930760416,0.674676054,1.216982305,1.376811594,5077.250175,0.891666667,2.862068966,4.307385395,16.7294811,3.175759589,0.268495414,0.037343462,0.981306059,0.001399228,32_0,EGTA 2.0
A03,T4,11519.328,597.8262866,121.1068286,523150.9804,0.405029815,0.887911515,0.522479344,1.081147314,1.188405797,10455.77567,0.816666667,2.310344828,3.124321717,35.49459551,4.524659362,0.21059645,0.027516293,0.962021287,0.000760521,33_0,EGTA 2.0
A03,T4,8887.296854,591.3032121,106.3750807,354520.0951,0.319417771,0.852441031,0.824342621,0.958028988,1.014492754,5318.018915,0.708333333,2.034482759,5.579470827,30.37999224,4.137786586,0.230072445,0.034512607,0.965434168,0.00119578,37_0,EGTA 2.0
A03,T4,14927.32091,595.5394366,137.8624506,771718.8905,0.528896487,0.942968339,0.460215228,0.733471144,0.768115942,11258.04859,0.541666667,1.551724138,2.650212798,18.72116179,3.020168435,0.320210368,0.045109631,0.967079383,0.002045488,39_0,EGTA 2.0
A03,T4,5010.347478,354.4574881,79.87097434,150068.0006,0.501128842,0.914890587,0.457780403,1.408273845,1.550724638,4043.154208,1.066666667,3.172413793,3.561456193,20.73291782,3.497905324,0.253646521,0.038184768,0.97390612,0.001462121,43_0,EGTA 2.0
A03,T4,12225.62218,578.7167452,124.7643604,571995.7242,0.458721121,0.91612124,0.365689981,0.76913517,0.811594203,8599.700335,0.566666667,1.620689655,4.647164237,18.40098281,3.103060641,0.304017023,0.042711031,0.966237827,0.001833297,44_0,EGTA 2.0
A03,T4,5724.700226,385.9360898,85.37514105,183280.1585,0.482982983,0.892590791,0.678166915,0.63733395,0.666666667,2081.532682,0.45,1.344827586,7.440725924,14.93715296,2.750992863,0.333118719,0.055868781,0.965384508,0.00313552,46_0,EGTA 2.0
A03,T4,14896.12647,611.9573318,137.7183259,769301.0996,0.49985142,0.927082996,0.358255531,0.64220647,0.68115942,9816.768098,0.483333333,1.344827586,2.149477587,9.542143824,2.237918874,0.378393732,0.051880682,0.977667086,0.002708328,49_0,EGTA 2.0
A03,T4,15115.52738,694.5841073,138.7288261,786359.764,0.393716381,0.919756406,0.698533767,0.476883598,0.492753623,6932.456871,0.35,1,3.709444291,6.739486407,1.783777894,0.455172794,0.080062969,0.967765938,0.006441433,55_0,EGTA 2.0
A03,T4,14533.75102,664.9648283,136.0328877,741400.545,0.41303821,0.87460305,0.673050807,0.819832845,0.869565217,11369.44189,0.616666667,1.724137931,4.453436827,21.86929834,3.527123658,0.26102458,0.036564404,0.961401469,0.001343637,56_0,EGTA 2.0
A03,T4,16230.72873,693.7642181,143.7553674,874970.3892,0.42376403,0.898956159,0.679644854,0.827121677,0.927536232,13091.68191,0.633333333,1.75862069,2.157837352,15.22586111,2.886930596,0.30840529,0.03706986,0.973488605,0.001382538,57_0,EGTA 2.0
A03,T4,5413.015748,368.4560299,83.01846606,168517.5991,0.501046252,0.910932237,0.487907164,0.789939004,0.855072464,2178.651772,0.6,1.689655172,8.152498315,13.69053465,2.811062849,0.308552718,0.046821919,0.96844729,0.002202294,8_0,EGTA 2.0
A04,T4,3953.89567,325.8630707,70.95249342,105202.0337,0.467912641,0.892082111,0.468664323,0.628082153,0.685714286,1006.187609,0.43902439,1.517241379,20,10.49826536,2.454393731,0.335520134,0.06767318,0.921186924,0.004601216,14_0,EGTA 2.0
A04,T4,5801.906473,391.1795929,85.94891946,187000.3471,0.476461931,0.889238615,0.480003646,0.581098524,0.614285714,2061.156466,0.398373984,1.379310345,5.213609124,4.092036735,1.443053986,0.4948555,0.095314875,0.974348992,0.009124627,16_0,EGTA 2.0
A04,T4,16165.2204,663.7877431,143.4649708,869678.5773,0.461034087,0.939208579,0.622080915,1.155793048,1.285714286,18926.11116,0.894308943,2.482758621,4.7509796,21.49785576,3.554654502,0.251626842,0.028373022,0.982451108,0.000809543,18_0,EGTA 2.0
A04,T4,29775.35594,917.8785374,194.7078854,2174061.223,0.444115976,0.929233191,0.70700852,0.754403774,0.8,27186.44882,0.593495935,1.448275862,2.30395464,13.53146318,2.530074094,0.36948064,0.042336583,0.985951022,0.001803793,19_0,EGTA 2.0
A04,T4,28774.53423,857.3355391,191.4076144,2065374.357,0.491944957,0.94834647,0.380803931,1.307350964,1.542857143,47135.23167,1.105691057,2.517241379,0.687463794,17.86739051,3.0631126,0.305651645,0.028551782,0.992970123,0.000819732,24_0,EGTA 2.0
A04,T4,17810.20736,681.5452442,150.5877164,1005749.421,0.481825141,0.960292098,0.682051346,0.775567677,0.842857143,15101.8538,0.585365854,1.689655172,2.824398662,16.09048035,2.891153216,0.317507864,0.040044168,0.973430367,0.001612142,28_0,EGTA 2.0
A04,T4,16771.43241,659.9987664,146.1302534,919055.1255,0.483831091,0.926462564,0.498324263,0.785839475,0.871428571,14253.55639,0.601626016,1.689655172,2.404214963,25.09661853,3.719635568,0.255170786,0.033975882,0.952603351,0.001160355,29_0,EGTA 2.0
A04,T4,10105.95977,636.5204971,113.4341554,429885.379,0.313445935,0.859537023,0.908493697,1.295492755,1.471428571,7732.796255,0.959349593,3,4.985808414,29.95334535,4.16990519,0.223209273,0.030079728,0.964393362,0.000908563,30_0,EGTA 2.0
A04,T4,21953.34932,908.8936577,167.188135,1376377.324,0.333952352,0.854992204,0.52774241,0.766465114,0.814285714,17882.39757,0.552845528,1.689655172,2.937831775,14.33134229,2.739411008,0.328153256,0.04457942,0.977160043,0.001997936,31_0,EGTA 2.0
A04,T4,13794.70267,620.7848392,132.5290947,685574.7963,0.449821287,0.912037674,0.359254439,0.99011773,1.042857143,13310.15264,0.731707317,2.206896552,4.327197739,18.73953483,3.202650202,0.284475508,0.040448729,0.973627961,0.001644544,34_0,EGTA 2.0
A04,T4,22003.52039,890.4487708,167.3790676,1381098.272,0.348725862,0.846389217,0.693846795,0.878495655,0.957142857,19816.22649,0.723577236,1.620689655,1.840553437,25.57509322,3.652366797,0.272066021,0.028534634,0.981388004,0.000818604,37_0,EGTA 2.0
A04,T4,7464.830247,437.416591,97.49111275,272907.9777,0.490274491,0.931309593,0.486564299,0.902590246,0.985714286,4978.687799,0.682926829,2.034482759,2.75139831,22.08482385,3.481229131,0.271312538,0.036827347,0.961544453,0.001361912,38_0,EGTA 2.0
A04,T4,10597.27225,557.5201775,116.1587969,461612.3979,0.428432863,0.910077242,0.501492014,0.708947561,0.742857143,5931.764239,0.512195122,1.551724138,4.687810369,14.37372561,2.596868452,0.357321176,0.056041075,0.969232387,0.003157111,45_0,EGTA 2.0
A04,T4,7822.006621,532.2023059,99.79623314,292727.5486,0.347036008,0.822131148,0.870701149,0.838831795,0.928571429,3406.49592,0.617886179,1.827586207,5.412749307,24.67927715,3.753605863,0.248093931,0.037838415,0.955061945,0.001437634,48_0,EGTA 2.0
A04,T4,30782.6765,969.8238692,197.9740413,2285314.076,0.41127329,0.907068664,0.453900588,0.684293414,0.757142857,25587.78365,0.512195122,1.482758621,2.130065088,9.916129914,2.297677017,0.369021737,0.047276539,0.977156084,0.002247486,49_0,EGTA 2.0
A04,T4,15047.41952,663.9751325,138.4159296,781050.9603,0.428912067,0.888747294,0.563337306,0.906518896,1,13378.40587,0.691056911,1.965517241,1.547102219,15.90611528,2.98196529,0.296931066,0.03574243,0.975975277,0.00128531,52_0,EGTA 2.0
A04,T4,33420.94653,1072.549882,206.2834718,2585320.831,0.365084681,0.838704416,0.719888892,0.800949381,0.885714286,31711.98883,0.62601626,1.655172414,2.603184019,21.845274,3.464033605,0.273699003,0.034457569,0.968940217,0.00119454,56_0,EGTA 2.0
A04,T4,14301.87232,668.506381,134.9433563,723728.4948,0.402153309,0.890156296,0.741130661,0.633074534,0.685714286,8350.886185,0.495934959,1.344827586,3.660718627,17.2149943,2.918960753,0.329903402,0.046128286,0.973163366,0.002137273,57_0,EGTA 2.0
A04,T4,29661.23627,976.5394817,194.3343999,2161574.456,0.390858444,0.884278562,0.522740657,0.763914336,0.842857143,27290.07573,0.552845528,1.75862069,1.964813786,12.63501776,2.703332113,0.310794121,0.044434098,0.962087549,0.001984612,58_0,EGTA 2.0
A04,T4,7568.291816,493.9656402,98.1643949,278601.295,0.389775243,0.869515874,0.688017137,0.855113141,0.9,4064.352759,0.62601626,1.896551724,5.453513569,13.87335967,2.689511962,0.334180146,0.049711055,0.978127833,0.002482525,7_0,EGTA 2.0
A05,T4,20767.70053,703.3339974,162.6107548,1266394.297,0.527563882,0.958775878,0.457789562,2.211844379,2.863636364,53281.11924,1.6,5.793103448,0.293169586,12.25715433,2.498641514,0.352282899,0.04186755,0.994436697,0.001762317,11_0,DEX PREV
A05,T4,84031.33101,1499.91428,327.0963369,10307377.71,0.469373133,0.955685836,0.50963807,1.641232006,2.121212121,206821.4925,1.248,3.862068966,1.354218605,10.75090747,2.331894089,0.368174497,0.035328048,0.994272558,0.001256456,12_0,DEX PREV
A05,T4,101412.8747,1976.574815,359.3367257,13665513.88,0.326194356,0.900691012,0.421215437,1.992757348,2.590909091,297548.5634,1.424,5.275862069,0.950854645,11.68890305,2.298750925,0.387730171,0.050549256,0.992537754,0.002577622,14_0,DEX PREV
A05,T4,26558.68895,845.4664753,183.8901113,1831455.1,0.466899828,0.9425,0.608629319,1.886250097,2.409090909,60993.78313,1.36,4.827586207,0.940617608,26.44123394,3.636006474,0.26910729,0.034501108,0.979537767,0.001198445,20_0,DEX PREV
A05,T4,60435.85421,1241.932023,277.3974036,6286780.89,0.492389608,0.955427336,0.356801827,1.848962234,2.363636364,161847.0602,1.336,4.75862069,0.27532912,11.93192556,2.388425245,0.376113429,0.046308289,0.990125809,0.00215793,21_0,DEX PREV
A05,T4,28696.80807,912.182638,191.1489232,2057011.486,0.433390965,0.926231709,0.5295222,1.242216214,1.575757576,43244.03084,1.016,2.482758621,1.024474578,19.54314032,3.181708691,0.294930158,0.027563946,0.990162399,0.000763632,23_0,DEX PREV
A05,T4,128419.2039,1847.003936,404.3617301,19472929.31,0.473046895,0.965091223,0.519399862,1.669590232,2.166666667,340770.0447,1.256,4,1.210425774,21.25165447,3.269198091,0.289921124,0.031375584,0.987276062,0.000990767,26_0,DEX PREV
A05,T4,44580.75857,1151.207577,238.2477382,3982974.336,0.422717317,0.889935393,0.77089288,1.365339458,1.772727273,80635.58308,1.072,2.965517241,0.952167603,30.51316671,3.989122838,0.245905537,0.026592031,0.98212386,0.00071186,29_0,DEX PREV
A05,T4,36663.08899,1040.594015,216.057619,2970502.393,0.425477177,0.935171801,0.71286135,1.746816722,2.287878788,82053.22189,1.28,4.517241379,0.471510199,24.30520289,3.303309075,0.302955039,0.040531308,0.985521502,0.00165451,30_0,DEX PREV
A05,T4,111229.506,1671.033537,376.3267272,15696988.49,0.500563917,0.969326404,0.351476193,1.794646581,2.287878788,313438.6147,1.288,4.551724138,0.841112469,4.328843852,1.379582501,0.513232111,0.055286982,0.995626419,0.003070034,32_0,DEX PREV
A05,T4,73686.21385,1360.013766,306.3008348,8463805.805,0.5006215,0.964881406,0.573285548,1.542390645,2.045454545,169843.4307,1.168,3.793103448,1.55703134,23.13652592,3.502825521,0.272209892,0.033244442,0.987072843,0.001114061,35_0,DEX PREV
A05,T4,46081.47124,1080.882542,242.2245889,4185774.535,0.495654663,0.957687736,0.185095998,1.733406181,2.212121212,110286.2349,1.248,4.482758621,0.39950103,13.50076784,2.610826812,0.339012919,0.041241494,0.987837639,0.001714159,37_0,DEX PREV
A05,T4,42886.12045,1048.064334,233.6756395,3758040.607,0.490626205,0.954015544,0.348939435,1.548097813,1.96969697,90320.6707,1.168,3.793103448,0.408087635,24.73332409,3.27171291,0.31630024,0.034137184,0.98340009,0.00117393,40_0,DEX PREV
A05,T4,24184.01196,799.5793874,175.4766092,1591398.156,0.47535168,0.942764491,0.370729498,1.665793173,2.075757576,47714.97964,1.168,4.310344828,1.186314537,21.06203959,3.351048908,0.275995052,0.037158846,0.967354321,0.001392451,41_0,DEX PREV
A05,T4,118870.5849,1773.234685,389.0382107,17341949.87,0.47506368,0.964688807,0.312262101,1.6983165,2.196969697,317522.3477,1.216,4.413793103,1.723120226,8.615861622,1.951395912,0.425766099,0.052640104,0.990667372,0.002789461,44_0,DEX PREV
A05,T4,122570.2459,1760.810739,395.0459265,18157828.62,0.496786248,0.971428336,0.612406701,1.311367264,1.681818182,255601.2161,0.984,3.206896552,3.789116224,20.96961268,3.307396265,0.286613076,0.031592801,0.98166875,0.001007333,45_0,DEX PREV
A05,T4,48132.50588,1062.920068,247.5564781,4468317.615,0.535361484,0.976000337,0.402845118,1.478476997,1.878787879,100305.7934,1.064,3.75862069,0.71635623,17.25374424,2.928203494,0.31900825,0.040212169,0.979424121,0.0016308,47_0,DEX PREV
A05,T4,28366.92684,885.0002953,190.047081,2021644.366,0.455129851,0.94618873,0.385824019,1.906473584,2.363636364,66263.30235,1.304,5.103448276,0.308031192,5.328940121,1.643790362,0.453612948,0.060922235,0.991672576,0.003732386,48_0,DEX PREV
A05,T4,39435.75508,953.0684983,224.0784747,3313763.943,0.54557165,0.965271282,0.674164308,1.309237091,1.666666667,69616.06383,0.952,3.310344828,0.498945281,9.570741782,2.305017439,0.356317552,0.043544255,0.987509571,0.001910253,52_0,DEX PREV
A05,T4,46280.85572,1151.635105,242.7480498,4212970.301,0.438511972,0.925409985,0.555680934,0.954420462,1.106060606,59894.65611,0.832,1.724137931,0.88957529,9.021971899,2.094293482,0.409582714,0.042560536,0.994281107,0.001820769,53_0,DEX PREV
